Name,Team,Position,Overall,Outside Scoring,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Athleticism,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Inside Scoring,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Playmaking,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Defending,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Rebounding,Offensive Rebound,Defensive Rebound,Intangibles,Potential,Total Attributes
Dean Wade,Cleveland Cavaliers,PF,72,87.05882352941177,78.82352941176471,80.0,92.94117647058823,91.76470588235294,100.0,76.47058823529412,85.88235294117646,72.94117647058823,72.94117647058823,70.58823529411765,97.6470588235294,94.11764705882354,100.0,92.94117647058823,77.6470588235294,70.58823529411765,94.11764705882354,88.23529411764706,70.58823529411765,70.58823529411765,75.29411764705883,70.58823529411765,82.3529411764706,55.294117647058826,44.705882352941174,70.58823529411765,50.588235294117645,64.70588235294117,43.529411764705884,63.529411764705884,58.8235294117647,51.76470588235294,49.411764705882355,64.70588235294117,68.23529411764706,82.3529411764706,80.0,52.94117647058823,63.529411764705884,48.23529411764706,78.82352941176471,76.47058823529412,85.88235294117646,"2,393"
Lamar Stevens,Cleveland Cavaliers,PF,71,74.72527472527473,87.91208791208791,81.31868131868131,64.83516483516483,79.12087912087912,65.93406593406593,71.42857142857143,87.91208791208791,86.81318681318682,86.81318681318682,65.93406593406593,100.0,87.91208791208791,98.9010989010989,87.91208791208791,71.42857142857143,76.92307692307692,71.42857142857143,87.91208791208791,67.03296703296704,63.73626373626374,70.32967032967034,38.46153846153846,94.50549450549451,62.637362637362635,68.13186813186813,73.62637362637362,75.82417582417582,60.43956043956044,37.362637362637365,62.637362637362635,65.93406593406593,68.13186813186813,53.84615384615385,68.13186813186813,74.72527472527473,65.93406593406593,61.53846153846154,43.956043956043956,64.83516483516483,56.043956043956044,73.62637362637362,54.94505494505494,78.02197802197803,"2,471"
Kristaps Porzingis,Dallas Mavericks,PF,82,84.6938775510204,86.73469387755102,84.6938775510204,81.63265306122449,86.73469387755102,86.73469387755102,81.63265306122449,78.57142857142857,67.34693877551021,66.3265306122449,75.51020408163265,79.59183673469387,95.91836734693878,86.73469387755102,78.57142857142857,85.71428571428571,79.59183673469387,91.83673469387755,76.53061224489795,84.6938775510204,89.79591836734694,88.77551020408163,76.53061224489795,100.0,51.02040816326531,51.02040816326531,69.38775510204081,57.142857142857146,40.816326530612244,36.734693877551024,66.3265306122449,79.59183673469387,57.142857142857146,33.673469387755105,81.63265306122449,63.265306122448976,83.6734693877551,61.224489795918366,66.3265306122449,73.46938775510205,60.204081632653065,86.73469387755102,51.02040816326531,90.81632653061224,"2,760"
Dorian Finney-Smith,Dallas Mavericks,PF,76,90.58823529411765,83.52941176470588,83.52941176470588,97.6470588235294,94.11764705882354,92.94117647058823,88.23529411764706,87.05882352941177,78.82352941176471,78.82352941176471,72.94117647058823,97.6470588235294,94.11764705882354,94.11764705882354,95.29411764705883,64.70588235294117,78.82352941176471,47.05882352941177,98.82352941176471,55.294117647058826,47.05882352941177,47.05882352941177,56.470588235294116,84.70588235294117,62.35294117647059,76.47058823529412,70.58823529411765,51.76470588235294,71.76470588235294,38.8235294117647,80.0,84.70588235294117,92.94117647058823,48.23529411764706,60.0,92.94117647058823,87.05882352941177,87.05882352941177,82.3529411764706,65.88235294117646,62.35294117647059,68.23529411764706,100.0,89.41176470588235,"2,492"
Maxi Kleber,Dallas Mavericks,PF,76,77.17391304347827,81.52173913043478,85.8695652173913,92.3913043478261,100.0,65.21739130434783,38.04347826086956,72.82608695652173,48.91304347826087,41.30434782608695,85.8695652173913,60.869565217391305,92.3913043478261,92.3913043478261,86.95652173913044,72.82608695652173,76.08695652173913,81.52173913043478,81.52173913043478,72.82608695652173,72.82608695652173,69.56521739130434,43.47826086956522,86.95652173913044,60.869565217391305,76.08695652173913,69.56521739130434,48.91304347826087,73.91304347826087,34.78260869565217,71.73913043478261,80.43478260869566,78.26086956521739,39.130434782608695,68.47826086956522,75.0,81.52173913043478,73.91304347826087,76.08695652173913,60.869565217391305,47.82608695652174,73.91304347826087,86.95652173913044,82.6086956521739,"2,506"
Dwight Powell,Dallas Mavericks,PF,76,74.73684210526316,70.52631578947368,68.42105263157895,63.1578947368421,80.0,84.21052631578948,84.21052631578948,80.0,74.73684210526316,50.526315789473685,84.21052631578948,70.52631578947368,94.73684210526316,100.0,87.36842105263158,81.05263157894737,73.6842105263158,78.94736842105263,68.42105263157895,81.05263157894737,83.15789473684211,83.15789473684211,87.36842105263158,94.73684210526316,54.73684210526316,57.89473684210526,63.1578947368421,46.31578947368421,67.36842105263158,38.94736842105263,66.3157894736842,77.89473684210526,47.36842105263158,55.78947368421053,71.57894736842105,61.05263157894737,71.57894736842105,77.89473684210526,68.42105263157895,71.57894736842105,70.52631578947368,71.57894736842105,42.10526315789474,78.94736842105263,"2,595"
Aaron Gordon,Denver Nuggets,PF,79,72.63157894736842,86.3157894736842,72.63157894736842,82.10526315789474,68.42105263157895,68.42105263157895,57.89473684210526,86.3157894736842,74.73684210526316,70.52631578947368,75.78947368421052,96.84210526315789,100.0,94.73684210526316,88.42105263157895,80.0,75.78947368421052,100.0,100.0,61.05263157894737,63.1578947368421,77.89473684210526,63.1578947368421,100.0,67.36842105263158,68.42105263157895,65.26315789473684,69.47368421052632,63.1578947368421,69.47368421052632,71.57894736842105,77.89473684210526,80.0,42.10526315789474,65.26315789473684,80.0,78.94736842105263,71.57894736842105,78.94736842105263,64.21052631578948,57.89473684210526,69.47368421052632,63.1578947368421,82.10526315789474,"2,718"
JaMychal Green,Denver Nuggets,PF,75,86.66666666666667,88.88888888888889,66.66666666666667,90.0,92.22222222222223,100.0,83.33333333333333,80.0,65.55555555555556,61.111111111111114,76.66666666666667,82.22222222222223,94.44444444444444,88.88888888888889,90.0,75.55555555555556,76.66666666666667,77.77777777777777,77.77777777777777,70.0,62.22222222222222,71.11111111111111,73.33333333333333,97.77777777777777,50.0,61.111111111111114,38.888888888888886,48.888888888888886,67.77777777777777,35.55555555555556,61.111111111111114,76.66666666666667,56.666666666666664,42.22222222222222,64.44444444444444,68.88888888888889,76.66666666666667,66.66666666666667,38.888888888888886,77.77777777777777,73.33333333333333,82.22222222222223,94.44444444444444,84.44444444444444,"2,488"
Jeff Green,Denver Nuggets,PF,75,82.02247191011236,89.88764044943821,83.14606741573034,91.01123595505618,88.76404494382022,67.41573033707866,73.03370786516854,84.26966292134831,70.78651685393258,64.04494382022472,78.65168539325843,94.38202247191012,100.0,87.64044943820225,92.13483146067416,80.89887640449439,83.14606741573034,73.03370786516854,89.88764044943821,78.65168539325843,76.40449438202248,80.89887640449439,73.03370786516854,95.50561797752809,66.29213483146067,77.52808988764045,83.14606741573034,56.17977528089887,78.65168539325843,38.20224719101124,68.53932584269663,77.52808988764045,78.65168539325843,40.449438202247194,58.42696629213483,84.26966292134831,76.40449438202248,60.674157303370784,67.41573033707866,52.80898876404494,40.449438202247194,65.1685393258427,78.65168539325843,85.3932584269663,"2,562"
Zeke Nnaji,Denver Nuggets,PF,72,85.3932584269663,88.76404494382022,85.3932584269663,87.64044943820225,85.3932584269663,78.65168539325843,84.26966292134831,89.88764044943821,86.51685393258427,86.51685393258427,78.65168539325843,92.13483146067416,89.88764044943821,100.0,93.25842696629213,79.7752808988764,86.51685393258427,89.88764044943821,78.65168539325843,77.52808988764045,75.28089887640449,75.28089887640449,71.91011235955057,86.51685393258427,42.69662921348315,37.07865168539326,41.57303370786517,58.42696629213483,47.19101123595506,31.46067415730337,57.30337078651685,77.52808988764045,60.674157303370784,41.57303370786517,56.17977528089887,64.04494382022472,64.04494382022472,47.19101123595506,50.561797752808985,60.674157303370784,50.561797752808985,69.66292134831461,33.70786516853933,87.64044943820225,"2,401"
Bol Bol,Denver Nuggets,PF,71,79.54545454545455,88.63636363636364,89.77272727272727,88.63636363636364,85.22727272727273,64.77272727272727,56.81818181818182,77.27272727272727,77.27272727272727,77.27272727272727,73.86363636363636,78.4090909090909,90.9090909090909,56.81818181818182,87.5,80.68181818181819,72.72727272727273,96.5909090909091,79.54545454545455,79.54545454545455,77.27272727272727,79.54545454545455,70.45454545454545,85.22727272727273,56.81818181818182,56.81818181818182,76.13636363636364,68.18181818181819,45.45454545454545,35.22727272727273,64.77272727272727,81.81818181818181,59.09090909090909,40.90909090909091,100.0,65.9090909090909,72.72727272727273,55.68181818181818,45.45454545454545,72.72727272727273,68.18181818181819,76.13636363636364,28.40909090909091,88.63636363636364,"2,395"
Vlatko Cancar,Denver Nuggets,PF,70,76.66666666666667,75.55555555555556,82.22222222222223,77.77777777777777,93.33333333333333,72.22222222222223,55.55555555555556,76.66666666666667,66.66666666666667,66.66666666666667,70.0,77.77777777777777,88.88888888888889,72.22222222222223,96.66666666666667,61.111111111111114,77.77777777777777,50.0,72.22222222222223,46.666666666666664,48.888888888888886,50.0,50.0,88.88888888888889,56.666666666666664,57.77777777777778,71.11111111111111,60.0,60.0,35.55555555555556,54.44444444444444,53.333333333333336,57.77777777777778,62.22222222222222,46.666666666666664,70.0,57.77777777777778,44.44444444444444,44.44444444444444,62.22222222222222,52.22222222222222,72.22222222222223,100.0,82.22222222222223,"2,257"
Petr Cornelie,Denver Nuggets,PF,70,74.44444444444444,83.33333333333333,82.22222222222223,87.77777777777777,82.22222222222223,66.66666666666667,44.44444444444444,80.0,65.55555555555556,64.44444444444444,76.66666666666667,72.22222222222223,92.22222222222223,100.0,88.88888888888889,66.66666666666667,75.55555555555556,55.55555555555556,66.66666666666667,61.111111111111114,61.111111111111114,61.111111111111114,66.66666666666667,82.22222222222223,56.666666666666664,66.66666666666667,57.77777777777778,51.111111111111114,72.22222222222223,37.77777777777778,48.888888888888886,63.333333333333336,41.111111111111114,35.55555555555556,37.77777777777778,52.22222222222222,62.22222222222222,55.55555555555556,44.44444444444444,73.33333333333333,68.88888888888889,77.77777777777777,72.22222222222223,82.22222222222223,"2,264"
Saddiq Bey,Detroit Pistons,PF,80,82.47422680412372,68.04123711340206,71.1340206185567,84.5360824742268,88.65979381443299,100.0,82.47422680412372,73.19587628865979,64.94845360824742,64.94845360824742,51.54639175257732,72.16494845360825,89.69072164948453,87.62886597938144,83.50515463917526,60.824742268041234,79.38144329896907,46.391752577319586,61.855670103092784,44.329896907216494,43.29896907216495,53.608247422680414,67.01030927835052,86.5979381443299,62.88659793814433,65.97938144329896,78.35051546391753,58.76288659793814,77.31958762886597,35.05154639175258,62.88659793814433,65.97938144329896,77.31958762886597,42.2680412371134,41.23711340206186,81.44329896907216,79.38144329896907,53.608247422680414,61.855670103092784,53.608247422680414,38.144329896907216,68.04123711340206,97.9381443298969,86.5979381443299,"2,523"
Jerami Grant,Detroit Pistons,PF,80,86.3157894736842,86.3157894736842,82.10526315789474,82.10526315789474,89.47368421052632,84.21052631578948,94.73684210526316,85.26315789473684,76.84210526315789,76.84210526315789,72.63157894736842,82.10526315789474,100.0,98.94736842105263,86.3157894736842,83.15789473684211,93.6842105263158,84.21052631578948,89.47368421052632,65.26315789473684,62.10526315789474,72.63157894736842,97.89473684210526,100.0,71.57894736842105,72.63157894736842,80.0,72.63157894736842,73.6842105263158,58.94736842105263,71.57894736842105,73.6842105263158,72.63157894736842,37.89473684210526,70.52631578947368,80.0,81.05263157894737,75.78947368421052,78.94736842105263,49.473684210526315,36.8421052631579,61.05263157894737,68.42105263157895,87.36842105263158,"2,812"
Kelly Olynyk,Detroit Pistons,PF,79,85.71428571428571,91.83673469387755,72.44897959183673,78.57142857142857,84.6938775510204,100.0,86.73469387755102,65.3061224489796,31.632653061224488,33.673469387755105,71.42857142857143,56.12244897959184,90.81632653061224,89.79591836734694,83.6734693877551,75.51020408163265,71.42857142857143,71.42857142857143,61.224489795918366,80.61224489795919,80.61224489795919,80.61224489795919,80.61224489795919,79.59183673469387,52.04081632653061,61.224489795918366,42.857142857142854,25.510204081632654,67.34693877551021,63.265306122448976,57.142857142857146,71.42857142857143,51.02040816326531,57.142857142857146,62.244897959183675,35.714285714285715,67.34693877551021,45.91836734693877,66.3265306122449,71.42857142857143,59.183673469387756,83.6734693877551,66.3265306122449,79.59183673469387,"2,532"
Isaiah Stewart,Detroit Pistons,PF,78,84.94623655913979,100.0,84.94623655913979,82.79569892473118,75.26881720430107,86.02150537634408,80.64516129032258,80.64516129032258,67.74193548387096,66.66666666666667,86.02150537634408,75.26881720430107,95.6989247311828,93.54838709677419,82.79569892473118,79.56989247311827,81.72043010752688,80.64516129032258,75.26881720430107,80.64516129032258,68.81720430107526,86.02150537634408,79.56989247311827,84.94623655913979,45.16129032258065,47.31182795698925,36.55913978494624,55.913978494623656,53.763440860215056,34.40860215053763,63.44086021505376,75.26881720430107,58.064516129032256,44.086021505376344,91.39784946236558,64.51612903225806,77.41935483870968,45.16129032258065,53.763440860215056,87.09677419354838,86.02150537634408,88.17204301075269,53.763440860215056,87.09677419354838,"2,574"
Trey Lyles,Detroit Pistons,PF,74,88.0952380952381,78.57142857142857,88.0952380952381,94.04761904761905,86.9047619047619,88.0952380952381,89.28571428571429,83.33333333333333,64.28571428571429,65.47619047619048,82.14285714285714,77.38095238095238,96.42857142857143,95.23809523809524,100.0,84.52380952380952,89.28571428571429,83.33333333333333,77.38095238095238,78.57142857142857,88.0952380952381,82.14285714285714,78.57142857142857,95.23809523809524,58.333333333333336,65.47619047619048,69.04761904761905,48.80952380952381,71.42857142857143,35.714285714285715,57.142857142857146,80.95238095238095,42.857142857142854,41.666666666666664,35.714285714285715,61.904761904761905,76.19047619047619,73.80952380952381,47.61904761904762,71.42857142857143,44.04761904761905,98.80952380952381,59.523809523809526,90.47619047619048,"2,371"
Isaiah Livers,Detroit Pistons,PF,69,86.20689655172414,79.3103448275862,87.35632183908046,91.95402298850574,100.0,97.70114942528735,57.47126436781609,82.75862068965517,83.9080459770115,83.9080459770115,63.2183908045977,81.60919540229885,97.70114942528735,75.86206896551724,94.25287356321839,54.02298850574713,75.86206896551724,28.735632183908045,74.71264367816092,29.885057471264368,36.7816091954023,40.229885057471265,50.57471264367816,91.95402298850574,77.01149425287356,78.16091954022988,80.45977011494253,80.45977011494253,74.71264367816092,68.96551724137932,62.06896551724138,42.52873563218391,74.71264367816092,52.87356321839081,36.7816091954023,85.05747126436782,68.96551724137932,68.96551724137932,63.2183908045977,44.827586206896555,39.08045977011494,50.57471264367816,68.96551724137932,86.20689655172414,"2,300"
Luka Garza,Detroit Pistons,PF,68,83.75,96.25,87.5,96.25,87.5,75.0,62.5,73.75,50.0,50.0,82.5,60.0,100.0,72.5,100.0,75.0,75.0,75.0,56.25,78.75,81.25,81.25,61.25,91.25,53.75,68.75,43.75,42.5,68.75,42.5,52.5,67.5,37.5,40.0,61.25,40.0,65.0,70.0,37.5,80.0,78.75,80.0,75.0,96.25,"2,108"
Draymond Green,Golden State Warriors,PF,80,66.3157894736842,87.36842105263158,63.1578947368421,69.47368421052632,82.10526315789474,63.1578947368421,31.57894736842105,84.21052631578948,76.84210526315789,77.89473684210526,89.47368421052632,69.47368421052632,89.47368421052632,94.73684210526316,92.63157894736842,65.26315789473684,73.6842105263158,57.89473684210526,68.42105263157895,63.1578947368421,62.10526315789474,66.3157894736842,42.10526315789474,89.47368421052632,85.26315789473684,87.36842105263158,82.10526315789474,72.63157894736842,96.84210526315789,86.3157894736842,85.26315789473684,95.78947368421052,87.36842105263158,80.0,65.26315789473684,86.3157894736842,94.73684210526316,73.6842105263158,100.0,62.10526315789474,42.10526315789474,82.10526315789474,31.57894736842105,84.21052631578948,"2,716"
Nemanja Bjelica,Golden State Warriors,PF,78,83.69565217391305,92.3913043478261,80.43478260869566,90.21739130434783,83.69565217391305,76.08695652173913,76.08695652173913,77.17391304347827,64.1304347826087,70.65217391304348,71.73913043478261,56.52173913043478,100.0,93.47826086956522,83.69565217391305,67.3913043478261,80.43478260869566,48.91304347826087,70.65217391304348,64.1304347826087,73.91304347826087,71.73913043478261,67.3913043478261,61.95652173913044,67.3913043478261,76.08695652173913,78.26086956521739,46.73913043478261,65.21739130434783,68.47826086956522,57.608695652173914,54.34782608695652,53.26086956521739,43.47826086956522,48.91304347826087,70.65217391304348,65.21739130434783,54.34782608695652,71.73913043478261,67.3913043478261,56.52173913043478,77.17391304347827,54.34782608695652,82.6086956521739,"2,434"
James Wiseman,Golden State Warriors,PF,77,82.10526315789474,85.26315789473684,73.6842105263158,80.0,66.3157894736842,100.0,89.47368421052632,80.0,73.6842105263158,73.6842105263158,73.6842105263158,71.57894736842105,91.57894736842105,84.21052631578948,91.57894736842105,77.89473684210526,74.73684210526316,84.21052631578948,78.94736842105263,81.05263157894737,67.36842105263158,74.73684210526316,68.42105263157895,94.73684210526316,52.63157894736842,56.8421052631579,52.63157894736842,56.8421052631579,67.36842105263158,30.526315789473685,65.26315789473684,81.05263157894737,52.63157894736842,33.68421052631579,81.05263157894737,66.3157894736842,82.10526315789474,56.8421052631579,68.42105263157895,73.6842105263158,63.1578947368421,84.21052631578948,42.10526315789474,90.52631578947368,"2,608"
Otto Porter Jr.,Golden State Warriors,PF,77,83.87096774193549,79.56989247311827,89.24731182795699,86.02150537634408,89.24731182795699,80.64516129032258,75.26881720430107,78.49462365591398,73.11827956989248,72.04301075268818,64.51612903225806,78.49462365591398,100.0,75.26881720430107,84.94623655913979,69.89247311827957,80.64516129032258,48.38709677419355,75.26881720430107,69.89247311827957,72.04301075268818,62.365591397849464,61.29032258064516,90.3225806451613,70.96774193548387,75.26881720430107,82.79569892473118,70.96774193548387,75.26881720430107,52.68817204301075,63.44086021505376,67.74193548387096,78.49462365591398,44.086021505376344,43.01075268817204,81.72043010752688,70.96774193548387,68.81720430107526,48.38709677419355,70.96774193548387,54.83870967741935,87.09677419354838,75.26881720430107,83.87096774193549,"2,576"
Jonathan Kuminga,Golden State Warriors,PF,75,70.0,82.22222222222223,77.77777777777777,72.22222222222223,70.0,66.66666666666667,50.0,92.22222222222223,93.33333333333333,93.33333333333333,81.11111111111111,100.0,97.77777777777777,88.88888888888889,88.88888888888889,72.22222222222223,87.77777777777777,72.22222222222223,94.44444444444444,54.44444444444444,55.55555555555556,55.55555555555556,66.66666666666667,94.44444444444444,72.22222222222223,76.66666666666667,85.55555555555556,83.33333333333333,66.66666666666667,48.888888888888886,76.66666666666667,81.11111111111111,81.11111111111111,74.44444444444444,75.55555555555556,87.77777777777777,77.77777777777777,76.66666666666667,55.55555555555556,80.0,77.77777777777777,81.11111111111111,55.55555555555556,94.44444444444444,"2,631"
Juan Toscano,Golden State Warriors,PF,75,78.94736842105263,85.26315789473684,68.42105263157895,86.3157894736842,72.63157894736842,89.47368421052632,73.6842105263158,80.0,71.57894736842105,72.63157894736842,65.26315789473684,73.6842105263158,89.47368421052632,100.0,87.36842105263158,56.8421052631579,71.57894736842105,42.10526315789474,73.6842105263158,31.57894736842105,46.31578947368421,61.05263157894737,51.578947368421055,72.63157894736842,69.47368421052632,72.63157894736842,71.57894736842105,67.36842105263158,65.26315789473684,69.47368421052632,66.3157894736842,70.52631578947368,70.52631578947368,51.578947368421055,64.21052631578948,72.63157894736842,71.57894736842105,63.1578947368421,63.1578947368421,60.0,40.0,78.94736842105263,100.0,80.0,"2,526"
Andre Iguodala,Golden State Warriors,PF,73,69.04761904761905,79.76190476190476,79.76190476190476,89.28571428571429,79.76190476190476,53.57142857142857,29.761904761904763,92.85714285714286,91.66666666666667,91.66666666666667,86.9047619047619,89.28571428571429,98.80952380952381,95.23809523809524,97.61904761904762,67.85714285714286,83.33333333333333,65.47619047619048,95.23809523809524,55.95238095238095,52.38095238095238,59.523809523809526,35.714285714285715,95.23809523809524,86.9047619047619,89.28571428571429,92.85714285714286,89.28571428571429,95.23809523809524,66.66666666666667,90.47619047619048,89.28571428571429,100.0,75.0,79.76190476190476,98.80952380952381,98.80952380952381,88.0952380952381,95.23809523809524,63.095238095238095,48.80952380952381,76.19047619047619,47.61904761904762,90.47619047619048,"2,543"
Christian Wood,Houston Rockets,PF,83,82.10526315789474,84.21052631578948,72.63157894736842,85.26315789473684,66.3157894736842,89.47368421052632,94.73684210526316,77.89473684210526,58.94736842105263,62.10526315789474,77.89473684210526,62.10526315789474,97.89473684210526,98.94736842105263,87.36842105263158,88.42105263157895,91.57894736842105,94.73684210526316,89.47368421052632,83.15789473684211,72.63157894736842,83.15789473684211,89.47368421052632,100.0,44.21052631578947,31.57894736842105,63.1578947368421,46.31578947368421,42.10526315789474,40.0,62.10526315789474,77.89473684210526,53.68421052631579,42.10526315789474,75.78947368421052,58.94736842105263,77.89473684210526,65.26315789473684,47.36842105263158,82.10526315789474,70.52631578947368,92.63157894736842,78.94736842105263,87.36842105263158,"2,654"
Alperen Sengun,Houston Rockets,PF,76,82.71604938271605,97.53086419753086,61.72839506172839,61.72839506172839,100.0,98.76543209876543,74.07407407407408,81.48148148148148,64.19753086419753,64.19753086419753,83.95061728395062,60.49382716049383,98.76543209876543,98.76543209876543,98.76543209876543,87.65432098765432,85.18518518518519,80.24691358024691,80.24691358024691,87.65432098765432,87.65432098765432,87.65432098765432,88.88888888888889,98.76543209876543,67.90123456790124,77.77777777777777,66.66666666666667,59.25925925925926,76.54320987654322,58.02469135802469,71.60493827160494,79.01234567901234,77.77777777777777,62.96296296296296,67.90123456790124,79.01234567901234,81.48148148148148,75.30864197530865,49.382716049382715,96.29629629629629,100.0,92.5925925925926,61.72839506172839,100.0,"2,450"
Kenyon Martin Jr.,Houston Rockets,PF,76,82.10526315789474,73.6842105263158,69.47368421052632,85.26315789473684,77.89473684210526,100.0,84.21052631578948,80.0,87.36842105263158,87.36842105263158,65.26315789473684,86.3157894736842,84.21052631578948,63.1578947368421,85.26315789473684,63.1578947368421,77.89473684210526,68.42105263157895,84.21052631578948,46.31578947368421,46.31578947368421,46.31578947368421,57.89473684210526,78.94736842105263,64.21052631578948,67.36842105263158,80.0,72.63157894736842,67.36842105263158,34.73684210526316,58.94736842105263,52.63157894736842,70.52631578947368,43.1578947368421,76.84210526315789,73.6842105263158,65.26315789473684,46.31578947368421,42.10526315789474,68.42105263157895,63.1578947368421,72.63157894736842,89.47368421052632,84.21052631578948,"2,525"
Jae’Sean Tate,Houston Rockets,PF,76,83.69565217391305,92.3913043478261,76.08695652173913,78.26086956521739,76.08695652173913,97.82608695652173,81.52173913043478,83.69565217391305,75.0,75.0,70.65217391304348,81.52173913043478,96.73913043478261,100.0,86.95652173913044,77.17391304347827,86.95652173913044,70.65217391304348,81.52173913043478,69.56521739130434,72.82608695652173,71.73913043478261,69.56521739130434,92.3913043478261,71.73913043478261,76.08695652173913,80.43478260869566,67.3913043478261,78.26086956521739,54.34782608695652,65.21739130434783,73.91304347826087,70.65217391304348,64.1304347826087,60.869565217391305,76.08695652173913,65.21739130434783,61.95652173913044,48.91304347826087,63.04347826086956,61.95652173913044,63.04347826086956,97.82608695652173,83.69565217391305,"2,657"
Daniel Theis,Houston Rockets,PF,75,83.69565217391305,100.0,92.3913043478261,80.43478260869566,71.73913043478261,81.52173913043478,76.08695652173913,81.52173913043478,61.95652173913044,72.82608695652173,89.1304347826087,81.52173913043478,97.82608695652173,94.56521739130434,70.65217391304348,75.0,76.08695652173913,85.8695652173913,84.78260869565217,80.43478260869566,58.69565217391305,79.34782608695652,45.65217391304348,92.3913043478261,54.34782608695652,75.0,53.26086956521739,45.65217391304348,58.69565217391305,41.30434782608695,70.65217391304348,91.30434782608695,57.608695652173914,43.47826086956522,78.26086956521739,58.69565217391305,90.21739130434783,61.95652173913044,86.95652173913044,69.56521739130434,61.95652173913044,77.17391304347827,43.47826086956522,84.78260869565217,"2,561"
Usman Garuba,Houston Rockets,PF,73,63.04347826086956,63.04347826086956,64.1304347826087,70.65217391304348,65.21739130434783,70.65217391304348,43.47826086956522,82.6086956521739,73.91304347826087,73.91304347826087,76.08695652173913,75.0,92.3913043478261,97.82608695652173,86.95652173913044,67.3913043478261,78.26086956521739,65.21739130434783,76.08695652173913,52.17391304347826,47.82608695652174,52.17391304347826,65.21739130434783,100.0,68.47826086956522,65.21739130434783,71.73913043478261,65.21739130434783,72.82608695652173,66.30434782608695,76.08695652173913,76.08695652173913,76.08695652173913,75.0,79.34782608695652,81.52173913043478,78.26086956521739,75.0,70.65217391304348,71.73913043478261,73.91304347826087,69.56521739130434,54.34782608695652,86.95652173913044,"2,510"
Danuel House,Houston Rockets,PF,72,81.17647058823529,58.8235294117647,87.05882352941177,90.58823529411765,89.41176470588235,88.23529411764706,70.58823529411765,82.3529411764706,74.11764705882354,70.58823529411765,58.8235294117647,88.23529411764706,100.0,88.23529411764706,97.6470588235294,75.29411764705883,91.76470588235294,94.11764705882354,88.23529411764706,55.294117647058826,60.0,55.294117647058826,68.23529411764706,92.94117647058823,72.94117647058823,81.17647058823529,82.3529411764706,70.58823529411765,81.17647058823529,48.23529411764706,64.70588235294117,61.1764705882353,70.58823529411765,43.529411764705884,64.70588235294117,82.3529411764706,69.41176470588235,56.470588235294116,64.70588235294117,56.470588235294116,41.1764705882353,70.58823529411765,70.58823529411765,87.05882352941177,"2,392"
Domantas Sabonis,Indiana Pacers,PF,87,84.6938775510204,86.73469387755102,76.53061224489795,75.51020408163265,74.48979591836735,100.0,96.93877551020408,73.46938775510205,48.97959183673469,44.89795918367347,83.6734693877551,55.10204081632653,93.87755102040816,96.93877551020408,87.75510204081633,84.6938775510204,87.75510204081633,71.42857142857143,76.53061224489795,86.73469387755102,86.73469387755102,87.75510204081633,86.73469387755102,96.93877551020408,69.38775510204081,83.6734693877551,61.224489795918366,43.87755102040816,81.63265306122449,74.48979591836735,56.12244897959184,71.42857142857143,50.0,46.93877551020408,52.04081632653061,50.0,70.40816326530613,45.91836734693877,61.224489795918366,81.63265306122449,70.40816326530613,91.83673469387755,100.0,87.75510204081633,"2,788"
T.J. Warren,Indiana Pacers,PF,82,88.42105263157895,95.78947368421052,86.3157894736842,82.10526315789474,85.26315789473684,84.21052631578948,94.73684210526316,75.78947368421052,64.21052631578948,64.21052631578948,78.94736842105263,66.3157894736842,95.78947368421052,73.6842105263158,88.42105263157895,73.6842105263158,96.84210526315789,52.63157894736842,84.21052631578948,65.26315789473684,71.57894736842105,65.26315789473684,78.94736842105263,71.57894736842105,63.1578947368421,68.42105263157895,82.10526315789474,63.1578947368421,68.42105263157895,33.68421052631579,55.78947368421053,56.8421052631579,65.26315789473684,36.8421052631579,26.31578947368421,71.57894736842105,68.42105263157895,65.26315789473684,52.63157894736842,45.26315789473684,35.78947368421053,54.73684210526316,100.0,87.36842105263158,"2,549"
Torrey Craig,Indiana Pacers,PF,78,81.05263157894737,75.78947368421052,72.63157894736842,84.21052631578948,73.6842105263158,100.0,78.94736842105263,66.3157894736842,66.3157894736842,64.21052631578948,51.578947368421055,76.84210526315789,84.21052631578948,36.8421052631579,84.21052631578948,61.05263157894737,80.0,36.8421052631579,63.1578947368421,52.63157894736842,65.26315789473684,57.89473684210526,61.05263157894737,73.6842105263158,55.78947368421053,54.73684210526316,72.63157894736842,61.05263157894737,52.63157894736842,35.78947368421053,75.78947368421052,77.89473684210526,83.15789473684211,50.526315789473685,71.57894736842105,84.21052631578948,83.15789473684211,78.94736842105263,78.94736842105263,72.63157894736842,68.42105263157895,76.84210526315789,84.21052631578948,80.0,"2,503"
